t,Low (O:C≤0.3),Medium (0.3–0.6),High (0.6–1.0),Very high (O:C>1.0)
2025-08-11 15:13:13,2037.6539093100143,259.93138033916813,43.81446303164977,5.266580273674679
2025-08-11 15:14:23,2023.024584177989,263.51913265282053,43.10975902465906,6.395178162221654
2025-08-11 15:15:35,1901.138720697527,242.2359127062719,34.87063014943449,6.388126084566421
2025-08-11 15:16:47,1869.7165041220771,227.58676641303367,36.846284936156906,4.374234510402698
2025-08-11 15:17:57,1960.1319573927078,251.1163363219296,45.904499364728366,5.231048597342186
2025-08-11 15:19:09,1847.640088267252,278.2777875916992,47.763281309481194,9.878345748768208
2025-08-11 15:20:21,2021.2946070496746,291.3854579729404,50.398811439811944,8.020865852771648
2025-08-11 15:21:38,1793.970751519721,224.6291576988062,29.714487430650273,6.557492819648777
2025-08-11 15:22:50,1865.6393400971015,225.78680878945718,32.72905864148552,4.619464128838427
2025-08-11 15:24:02,1930.3389651152181,247.79127818545885,40.77527352654833,8.026620130674464
2025-08-11 15:25:20,2046.4156339808128,278.8575664918128,56.136363793107066,7.380689673976613
2025-08-11 15:26:32,1971.7653484671712,261.2072875203249,46.11751430918577,9.88707403967042
2025-08-11 15:27:44,1913.3715870075973,238.95191274550655,41.950958464556194,6.6638994802449
2025-08-11 15:28:58,1874.864904283819,238.64881535993752,40.36041541648372,5.615906097415894
2025-08-11 15:30:10,1879.473418470346,222.4556471882391,33.45388230747801,4.546656539881691
2025-08-11 15:31:22,1859.4434872796492,217.85372134503666,38.74686982184805,3.3624876362823577
2025-08-11 15:32:36,1733.4257949343664,188.42093647857521,21.681649879249342,3.9903457337196127
2025-08-11 15:33:50,1746.7398596933506,185.5235199864411,22.43601880017686,1.0565872619670766
2025-08-11 15:35:02,1789.6326731937925,171.90014388799383,17.625502393053893,3.0293071710752573
2025-08-11 15:36:16,1749.7125368345394,172.7977811009199,21.59552474782926,1.613665631113427
2025-08-11 15:37:28,1728.9899135499318,174.64071560443597,17.200737077385213,1.904978835281289
2025-08-11 15:38:42,1657.1169669757014,167.87825619591052,14.547337616082489,1.1136675328471188
2025-08-11 15:39:54,1664.8592187351128,176.34806217757355,15.270475253646758,1.944653597560641
2025-08-11 15:41:06,1835.7830259639663,215.1545974446423,23.465962417846256,5.219644327765307
2025-08-11 15:42:16,2071.6623093917633,262.15771698616976,30.028034564627035,3.3677439795697177
2025-08-11 15:43:32,1768.153621874096,219.21043614024774,22.884694994732648,1.3118252467667624
2025-08-11 15:44:44,1707.9608390351916,198.93785519495427,15.457453691406164,3.4569497832276226
2025-08-11 15:45:54,2137.4730637231737,283.6311128219691,46.01612059537857,6.187436985314209
